time,T [Nm],w [rad/s]
0.0059924,-154,205.61
0.0060006,-154.75,192.87
0.0060088,-155.43,180.08
0.0060147,-155.87,170.97
0.0060147,-155.87,170.97
0.0060229,-156.41,158.09
0.0060311,-156.89,145.17
0.0060423,-157.42,127.51
0.0060535,-157.81,109.8
0.0060621,-158.03,96.09
0.0060708,-158.17,82.368
0.0060794,-158.24,68.637
0.0060881,-158.24,54.905
0.0060967,-158.16,41.178
0.0061054,-158,27.463
0.006114,-157.77,13.765
0.0061247,-157.39,-3.1048
0.0061247,-157.39,-3.1048
0.0061328,-157.01,-15.91
0.0061409,-156.57,-28.68
0.006149,-156.06,-41.411
0.0061572,-155.48,-54.097
0.0061653,-154.82,-66.731
0.0061734,-154.09,-79.307
0.0061815,-153.28,-91.82
0.0061896,-152.39,-104.26
0.0062013,-150.96,-122.04
0.0062098,-149.82,-134.87
0.0062184,-148.58,-147.59
0.0062269,-147.23,-160.2
0.0062354,-145.79,-172.69
0.0062358,-145.71,-173.34
0.0062358,-145.71,-173.34
0.0062443,-144.15,-185.69
0.0062528,-142.48,-197.91
0.0062613,-140.7,-209.98
0.0062698,-138.81,-221.89
0.0062814,-136.03,-237.88
0.0062931,-133.02,-253.53
0.006302,-130.54,-265.33
0.0063109,-127.92,-276.9
0.0063199,-125.15,-288.23
0.0063288,-122.23,-299.31
0.0063377,-119.17,-310.11
0.0063467,-115.95,-320.64
0.0063556,-112.57,-330.87
0.0063646,-109.05,-340.79
0.0063735,-105.37,-350.38
0.0063824,-101.54,-359.64
0.0063914,-97.551,-368.55
0.0064003,-93.415,-377.1
0.0064092,-89.131,-385.27
0.0064182,-84.703,-393.05
0.0064271,-80.133,-400.42
0.0064361,-75.427,-407.38
0.006445,-70.59,-413.92
0.0064539,-65.627,-420.01
0.0064629,-60.546,-425.66
0.0064718,-55.353,-430.85
0.0064808,-50.058,-435.56
0.0064897,-44.668,-439.8
0.0064986,-39.192,-443.56
0.0065076,-33.641,-446.82
0.0065165,-28.024,-449.58
0.0065254,-22.352,-451.83
0.0065344,-16.637,-453.58
0.0065433,-10.889,-454.81
0.0065523,-5.1192,-455.53
0.0065612,0.65986,-455.74
0.0065701,6.4368,-455.42
0.0065791,12.2,-454.59
0.006588,17.938,-453.25
0.0065969,23.639,-451.4
0.0066059,29.292,-449.04
0.0066148,34.886,-446.17
0.0066238,40.411,-442.81
0.0066327,45.857,-438.96
0.0066385,49.337,-436.21
0.0066385,49.337,-436.21
0.0066474,54.632,-431.57
0.0066564,59.822,-426.46
0.0066653,64.901,-420.89
0.0066742,69.861,-414.88
0.0066832,74.696,-408.42
0.0066921,79.398,-401.55
0.0067011,83.964,-394.25
0.00671,88.387,-386.56
0.0067189,92.666,-378.48
0.0067279,96.795,-370.02
0.0067368,100.77,-361.2
0.0067457,104.6,-352.04
0.0067547,108.27,-342.54
0.0067636,111.78,-332.72
0.0067726,115.14,-322.59
0.0067815,118.35,-312.17
0.0067904,121.4,-301.47
0.0067994,124.3,-290.51
0.0068083,127.05,-279.3
0.0068172,129.66,-267.84
0.006828,132.61,-253.71
0.0068388,135.35,-239.27
0.0068496,137.9,-224.54
0.0068604,140.25,-209.55
0.0068712,142.41,-194.32
0.006882,144.38,-178.87
0.0068928,146.19,-163.22
0.0069036,147.82,-147.38
0.0069167,149.59,-127.93
0.0069299,151.13,-108.27
0.0069401,152.18,-92.754
0.0069504,153.1,-77.139
0.0069606,153.89,-61.437
0.0069709,154.57,-45.661
0.0069811,155.13,-29.823
0.0069943,155.68,-9.3647
0.0070026,155.93,3.4535
0.0070026,155.93,3.4535
0.0070127,156.14,19.16
0.0070228,156.25,34.88
0.0070329,156.25,50.604
0.007043,156.15,66.322
0.0070531,155.94,82.023
0.0070632,155.63,97.695
0.0070787,154.95,121.61
0.0070886,154.39,136.86
0.0070985,153.71,152.05
0.0071084,152.93,167.16
0.0071182,152.04,182.19
0.0071281,151.03,197.12
0.007138,149.9,211.94
0.0071511,148.23,231.32
0.0071642,146.33,250.47
0.0071772,144.2,269.34
0.007187,142.45,283.3
0.0071968,140.55,297.09
0.0072066,138.51,310.67
0.0072164,136.32,324.05
0.0072262,133.97,337.2
0.007236,131.47,350.12
0.0072458,128.8,362.78
0.0072556,125.97,375.17
0.0072654,122.97,387.28
0.0072752,119.8,399.08
0.007285,116.45,410.56
0.0072948,112.93,421.7
0.0073045,109.23,432.49
0.0073143,105.36,442.91
0.0073241,101.31,452.94
0.0073339,97.086,462.56
0.0073437,92.688,471.76
0.0073535,88.121,480.52
0.0073549,87.45,481.74
0.0073549,87.45,481.74
0.0073647,82.694,489.97
0.0073745,77.778,497.74
0.0073843,72.708,505.01
0.0073941,67.49,511.77
0.0074039,62.134,518.02
0.0074137,56.647,523.74
0.0074235,51.039,528.91
0.0074333,45.321,533.53
0.0074431,39.504,537.58
0.0074529,33.6,541.06
0.0074627,27.621,543.96
0.0074724,21.58,546.26
0.0074822,15.492,547.98
0.007492,9.3708,549.09
0.0075018,3.2296,549.61
0.0075116,-2.9166,549.52
0.0075214,-9.0534,548.83
0.0075312,-15.166,547.54
0.007541,-21.242,545.66
0.0075508,-27.265,543.18
0.0075606,-33.223,540.11
0.0075704,-39.102,536.47
0.0075802,-44.89,532.26
0.00759,-50.576,527.48
0.0075998,-56.147,522.15
0.0076096,-61.595,516.29
0.0076193,-66.909,509.9
0.0076291,-72.08,502.99
0.0076379,-76.594,496.37
0.0076379,-76.594,496.37
0.0076477,-81.476,488.53
0.0076575,-86.195,480.22
0.0076673,-90.748,471.46
0.0076771,-95.13,462.26
0.0076869,-99.338,452.65
0.0076967,-103.37,442.63
0.0077065,-107.22,432.22
0.0077163,-110.9,421.45
0.0077261,-114.4,410.33
0.0077359,-117.72,398.87
0.0077457,-120.87,387.1
0.0077555,-123.84,375.03
0.0077652,-126.64,362.68
0.007775,-129.27,350.06
0.0077848,-131.74,337.2
0.0077946,-134.05,324.1
0.0078044,-136.2,310.79
0.0078142,-138.2,297.27
0.007824,-140.05,283.57
0.0078338,-141.76,269.69
0.0078436,-143.33,255.66
0.0078565,-145.18,236.95
0.0078694,-146.82,218.02
0.0078823,-148.23,198.89
0.0078952,-149.44,179.6
0.0079081,-150.45,160.17
0.007921,-151.26,140.62
0.0079339,-151.89,120.99
0.0079508,-152.43,95.148
0.0079677,-152.67,69.249
0.0079802,-152.65,50.151
0.0079927,-152.46,31.068
0.0080051,-152.11,12.021
0.0080156,-151.69,-3.9236
0.0080156,-151.69,-3.9236
0.008028,-151.03,-22.851
0.0080449,-149.86,-48.353
0.0080579,-148.73,-67.813
0.0080709,-147.41,-87.112
0.0080839,-145.87,-106.22
0.0080969,-144.12,-125.11
0.0081099,-142.14,-143.76
0.0081229,-139.92,-162.14
0.0081359,-137.46,-180.2
0.0081489,-134.74,-197.93
0.0081619,-131.77,-215.29
0.0081749,-128.51,-232.24
0.0081879,-124.98,-248.75
0.0082009,-121.16,-264.77
0.0082139,-117.05,-280.28
0.0082269,-112.64,-295.24
0.0082399,-107.92,-309.59
0.0082529,-102.91,-323.32
0.0082659,-97.593,-336.37
0.0082789,-91.981,-348.71
0.0082919,-86.077,-360.3
0.0083048,-79.892,-371.1
0.0083178,-73.435,-381.08
0.0083308,-66.722,-390.21
0.0083438,-59.771,-398.44
0.0083568,-52.599,-405.76
0.0083698,-45.23,-412.13
0.0083828,-37.689,-417.53
0.0083958,-30.002,-421.94
0.0084061,-23.846,-424.71
0.0084153,-18.239,-426.66
0.0084153,-18.239,-426.66
0.0084256,-11.986,-428.22
0.0084359,-5.7039,-429.14
0.0084461,0.59166,-429.41
0.0084564,6.8846,-429.03
0.0084666,13.159,-428.01
0.0084769,19.399,-426.34
0.0084872,25.589,-424.04
0.0084974,31.715,-421.11
0.0085077,37.761,-417.55
0.008518,43.713,-413.38
0.0085282,49.559,-408.6
0.0085385,55.286,-403.23
0.0085487,60.882,-397.28
0.008559,66.337,-390.77
0.0085693,71.641,-383.7
0.0085795,76.786,-376.09
0.0085898,81.764,-367.97
0.0086001,86.569,-359.35
0.0086103,91.195,-350.24
0.0086206,95.639,-340.67
0.0086308,99.896,-330.65
0.0086411,103.97,-320.21
0.0086514,107.85,-309.36
0.0086616,111.54,-298.12
0.0086719,115.04,-286.52
0.0086822,118.35,-274.56
0.0086924,121.47,-262.28
0.0087027,124.41,-249.69
0.0087129,127.17,-236.81
0.0087232,129.76,-223.65
0.0087335,132.16,-210.24
0.0087437,134.4,-196.59
0.008754,136.48,-182.72
0.0087642,138.39,-168.65
0.0087767,140.5,-151.3
0.0087892,142.4,-133.7
0.0088017,144.08,-115.87
0.0088141,145.55,-97.858
0.0088266,146.82,-79.673
0.0088417,148.11,-57.438
0.0088569,149.12,-35.032
0.008872,149.87,-12.497
0.0088832,150.26,4.2264
0.0088832,150.26,4.2264
0.0088983,150.57,26.895
0.0089134,150.64,49.589
0.0089285,150.45,72.27
0.0089436,150.03,94.902
0.0089588,149.35,117.45
0.0089739,148.42,139.87
0.008989,147.23,162.12
0.0090041,145.77,184.18
0.0090193,144.03,205.98
0.0090344,142.01,227.5
0.0090495,139.68,248.69
0.0090646,137.03,269.5
0.0090797,134.06,289.88
0.0090949,130.74,309.78
0.0091069,127.86,325.21
0.0091189,124.74,340.28
0.0091309,121.4,354.96
0.0091429,117.81,369.22
0.0091549,113.98,383.04
0.0091669,109.9,396.38
0.0091789,105.58,409.21
0.0091909,101.01,421.51
0.009203,96.194,433.24
0.009215,91.137,444.38
0.009227,85.842,454.89
0.009239,80.317,464.75
0.009251,74.569,473.94
0.009263,68.608,482.42
0.009275,62.448,490.17
0.009287,56.101,497.17
0.009299,49.584,503.4
0.009311,42.914,508.83
0.009323,36.11,513.46
0.0093243,35.385,513.9
0.0093243,35.385,513.9
0.0093363,28.456,517.61
0.0093483,21.437,520.48
0.0093603,14.351,522.51
0.0093724,7.2208,523.68
0.0093844,0.070136,524
0.0093964,-7.0768,523.45
0.0094084,-14.196,522.05
0.0094204,-21.264,519.8
0.0094324,-28.257,516.7
0.0094444,-35.154,512.77
0.0094564,-41.932,508.02
0.0094684,-48.571,502.47
0.0094804,-55.054,496.12
0.0094924,-61.362,489.01
0.0095045,-67.48,481.16
0.0095165,-73.395,472.58
0.0095285,-79.093,463.31
0.0095405,-84.567,453.36
0.0095525,-89.806,442.78
0.0095645,-94.805,431.58
0.0095765,-99.559,419.79
0.0095885,-104.07,407.45
0.0096005,-108.32,394.59
0.0096125,-112.33,381.23
0.0096246,-116.09,367.41
0.0096366,-119.6,353.15
0.009639,-120.3,350.17
0.009639,-120.3,350.17
0.009651,-123.52,335.42
0.0096631,-126.51,320.31
0.0096751,-129.26,304.85
0.0096871,-131.79,289.08
0.0096991,-134.1,273.02
0.0097111,-136.2,256.69
0.0097231,-138.1,240.13
0.0097351,-139.79,223.35
0.0097471,-141.29,206.39
0.0097591,-142.6,189.26
0.0097739,-143.97,168.06
0.0097886,-145.06,146.69
0.0098033,-145.91,125.18
0.009818,-146.5,103.56
0.0098327,-146.85,81.879
0.0098475,-146.95,60.167
0.0098622,-146.82,38.461
0.0098769,-146.45,16.795
0.0098915,-145.83,-4.6504
0.0098915,-145.83,-4.6504
0.0099063,-144.97,-26.129
0.009921,-143.86,-47.459
0.0099357,-142.49,-68.604
0.0099504,-140.85,-89.524
0.0099651,-138.94,-110.18
0.0099799,-136.74,-130.53
0.0099946,-134.24,-150.53
0.010009,-131.43,-170.14
0.010024,-128.31,-189.31
0.010039,-124.85,-207.99
0.010053,-121.06,-226.13
0.010068,-116.92,-243.69
0.01008,-113.42,-257.04
0.010091,-109.69,-269.97
0.010103,-105.75,-282.46
0.010114,-101.58,-294.48
0.010126,-97.184,-305.99
0.010138,-92.572,-316.99
0.010149,-87.743,-327.44
0.010153,-86.281,-330.41
0.010153,-86.281,-330.41
0.010164,-81.178,-340.11
0.010176,-75.871,-349.21
0.010187,-70.368,-357.69
0.010199,-64.678,-365.52
0.01021,-58.813,-372.68
0.010222,-52.786,-379.14
0.010234,-46.61,-384.91
0.010245,-40.3,-389.95
0.010257,-33.874,-394.25
0.010268,-27.348,-397.8
0.01028,-20.742,-400.6
0.010291,-14.074,-402.62
0.010303,-7.3656,-403.87
0.010314,-0.63586,-404.35
0.010326,6.0943,-404.04
0.010338,12.804,-402.96
0.010349,19.473,-401.1
0.010361,26.082,-398.48
0.010372,32.611,-395.1
0.010384,39.04,-390.97
0.010395,45.353,-386.1
0.010407,51.533,-380.51
0.010419,57.565,-374.21
0.01043,63.433,-367.23
0.010442,69.126,-359.58
0.010453,74.632,-351.28
0.010465,79.941,-342.35
0.010476,85.046,-332.83
0.010488,89.938,-322.73
0.0105,94.613,-312.08
0.010511,99.067,-300.9
0.010523,103.3,-289.22
0.010534,107.3,-277.06
0.010546,111.08,-264.46
0.010557,114.64,-251.43
0.010568,117.74,-239.01
0.010568,117.74,-239.01
0.01058,120.87,-225.24
0.010591,123.78,-211.12
0.010603,126.49,-196.68
0.010614,128.98,-181.94
0.010626,131.27,-166.93
0.010638,133.37,-151.66
0.010649,135.27,-136.16
0.010661,136.99,-120.46
0.010672,138.52,-104.57
0.010686,140.16,-84.991
0.0107,141.54,-65.203
0.010714,142.67,-45.242
0.010729,143.57,-25.139
0.010743,144.23,-4.9304
0.01075,144.47,4.9113
0.01075,144.47,4.9113
0.010764,144.8,25.22
0.010778,144.9,45.556
0.010792,144.79,65.889
0.010806,144.45,86.186
0.01082,143.89,106.42
0.010834,143.1,126.55
0.010848,142.09,146.56
0.010862,140.84,166.4
0.010876,139.35,186.04
0.01089,137.61,205.46
0.010904,135.62,224.61
0.010919,133.36,243.46
0.010928,131.69,255.97
0.010928,131.69,255.97
0.010942,128.97,274.23
0.010956,125.97,292.09
0.01097,122.67,309.49
0.010984,119.08,326.41
0.010999,115.17,342.8
0.011013,110.95,358.61
0.011027,106.42,373.8
0.011038,102.59,385.39
0.011049,98.565,396.54
0.01106,94.342,407.23
0.011071,89.923,417.43
0.011083,85.31,427.12
0.011094,80.51,436.29
0.011105,75.527,444.91
0.011116,70.369,452.96
0.011127,65.043,460.43
0.011139,59.56,467.29
0.01115,53.929,473.53
0.011161,48.163,479.13
0.011172,42.273,484.07
0.011183,36.275,488.35
0.011194,30.183,491.96
0.011206,24.012,494.88
0.011217,17.779,497.11
0.011228,11.5,498.63
0.011239,5.1925,499.45
0.01125,-1.1258,499.57
0.011262,-7.4374,498.98
0.011273,-13.725,497.68
0.011284,-19.971,495.69
0.011285,-20.352,495.54
0.011285,-20.352,495.54
0.011296,-26.536,492.81
0.011307,-32.643,489.39
0.011318,-38.659,485.29
0.011329,-44.568,480.53
0.011341,-50.357,475.11
0.011352,-56.012,469.05
0.011363,-61.521,462.37
0.011374,-66.873,455.09
0.011385,-72.058,447.21
0.011396,-77.069,438.77
0.011408,-81.897,429.77
0.011419,-86.536,420.25
0.01143,-90.982,410.22
0.011441,-95.231,399.71
0.011452,-99.279,388.73
0.011464,-103.13,377.32
0.011475,-106.77,365.48
0.011486,-110.21,353.25
0.011497,-113.46,340.65
0.011508,-116.5,327.7
0.011519,-119.34,314.42
0.011531,-122,300.84
0.011542,-124.46,286.97
0.011553,-126.73,272.84
0.011564,-128.82,258.46
0.011575,-130.74,243.86
0.011587,-132.48,229.06
0.0116,-134.34,211.06
0.011613,-135.96,192.83
0.011627,-137.36,174.4
0.01164,-138.52,155.8
0.011654,-139.47,137.06
0.01167,-140.34,113.93
0.011687,-140.89,90.696
0.011703,-141.14,67.397
0.011719,-141.07,44.088
0.011736,-140.69,20.819
0.011752,-140.01,-2.3585
0.011754,-139.9,-5.2917
0.011754,-139.9,-5.2917
0.011771,-138.86,-28.305
0.011787,-137.49,-51.117
0.011804,-135.8,-73.673
0.01182,-133.76,-95.92
0.011837,-131.38,-117.8
0.011853,-128.63,-139.25
0.01187,-125.5,-160.22
0.011886,-121.99,-180.63
0.011899,-119,-196
0.011911,-115.77,-210.97
0.011924,-112.29,-225.52
0.011937,-108.56,-239.6
0.01195,-104.58,-253.19
0.011962,-100.34,-266.26
0.011975,-95.858,-278.77
0.011988,-91.123,-290.69
0.012001,-86.142,-301.99
0.012013,-80.921,-312.64
0.012026,-75.466,-322.61
0.012039,-69.789,-331.88
0.012051,-63.898,-340.4
0.012064,-57.809,-348.16
0.012077,-51.535,-355.14
0.01209,-45.093,-361.3
0.012102,-38.503,-366.64
0.012115,-31.783,-371.13
0.012128,-24.956,-374.75
0.01214,-18.044,-377.5
0.012153,-11.071,-379.37
0.012166,-4.0609,-380.35
0.012179,2.9616,-380.43
0.012191,9.9717,-379.63
0.012204,16.945,-377.93
0.012217,23.856,-375.35
0.01223,30.682,-371.9
0.012242,37.4,-367.58
0.012255,43.989,-362.42
0.012268,50.429,-356.43
0.012277,55.086,-351.48
0.012277,55.086,-351.48
0.01229,61.222,-344.1
0.012303,67.161,-335.95
0.012315,72.889,-327.07
0.012328,78.395,-317.46
0.012341,83.669,-307.18
0.012353,88.703,-296.24
0.012366,93.49,-284.68
0.012379,98.027,-272.52
0.012392,102.31,-259.81
0.012404,106.34,-246.57
0.012417,110.11,-232.83
0.01243,113.63,-218.63
0.012442,116.9,-204
0.012455,119.92,-188.98
0.012468,122.7,-173.58
0.012481,125.25,-157.85
0.012493,127.56,-141.82
0.012506,129.64,-125.5
0.012519,131.5,-108.94
0.012532,133.15,-92.159
0.012544,134.58,-75.182
0.012557,135.81,-58.037
0.012573,137.06,-36.534
0.012589,138.01,-14.86
0.012603,138.63,5.5142
0.012603,138.63,5.5142
0.012619,139.02,27.385
0.012635,139.11,49.29
0.012651,138.93,71.184
0.012667,138.45,93.023
0.012682,137.69,114.76
0.012698,136.64,136.35
0.012714,135.29,157.75
0.01273,133.64,178.91
0.012746,131.67,199.77
0.012761,129.39,220.3
0.012777,126.78,240.44
0.012793,123.83,260.14
0.012809,120.53,279.34
0.012822,117.64,294.27
0.012834,114.52,308.83
0.012847,111.16,322.98
0.012859,107.57,336.68
0.012872,103.74,349.91
0.012885,99.67,362.65
0.012897,95.362,374.85
0.01291,90.817,386.5
0.012917,87.988,393.18
0.012917,87.988,393.18
0.01293,83.073,403.87
0.012943,77.935,413.92
0.012955,72.581,423.31
0.012968,67.02,432
0.012981,61.263,439.98
0.012993,55.324,447.23
0.013006,49.217,453.71
0.013018,42.958,459.4
0.013031,36.564,464.3
0.013044,30.056,468.39
0.013056,23.452,471.64
0.013069,16.774,474.06
0.013082,10.044,475.63
0.013094,3.2852,476.35
0.013107,-3.4806,476.21
0.013119,-10.23,475.22
0.013132,-16.94,473.39
0.013145,-23.589,470.7
0.013157,-30.155,467.19
0.01317,-36.617,462.85
0.013183,-42.955,457.71
0.013195,-49.15,451.77
0.013208,-55.185,445.06
0.01322,-61.046,437.61
0.013233,-66.717,429.42
0.013246,-72.186,420.53
0.013249,-73.52,418.21
0.013249,-73.52,418.21
0.013262,-78.722,408.48
0.013274,-83.701,398.11
0.013287,-88.451,387.13
0.013299,-92.964,375.56
0.013312,-97.239,363.45
0.013325,-101.27,350.8
0.013337,-105.07,337.67
0.01335,-108.62,324.08
0.013363,-111.93,310.05
0.013375,-115,295.62
0.013388,-117.84,280.82
0.0134,-120.44,265.68
0.013413,-122.82,250.23
0.013426,-124.98,234.49
0.013438,-126.92,218.49
0.013451,-128.65,202.27
0.013464,-130.17,185.84
0.013476,-131.49,169.23
0.013491,-132.82,148.87
0.013507,-133.86,128.32
0.013522,-134.62,107.64
0.013538,-135.11,86.861
0.013553,-135.32,66.035
0.013568,-135.26,45.202
0.013584,-134.93,24.402
0.013599,-134.32,3.6778
0.013606,-133.94,-5.8534
0.013606,-133.94,-5.8534
0.013621,-132.93,-26.392
0.013637,-131.64,-46.751
0.013652,-130.06,-66.886
0.013667,-128.18,-86.752
0.013683,-126,-106.31
0.013698,-123.52,-125.5
0.013713,-120.71,-144.28
0.013729,-117.59,-162.61
0.013744,-114.13,-180.43
0.013759,-110.34,-197.69
0.013775,-106.2,-214.34
0.013787,-102.66,-227.13
0.013799,-98.905,-239.47
0.013811,-94.929,-251.34
0.013823,-90.737,-262.71
0.013836,-86.331,-273.55
0.013848,-81.714,-283.84
0.01386,-76.893,-293.55
0.013872,-71.874,-302.66
0.013885,-66.665,-311.15
0.013897,-61.276,-318.99
0.013909,-55.717,-326.15
0.013921,-50.001,-332.63
0.013933,-44.141,-338.4
0.013946,-38.153,-343.44
0.013958,-32.052,-347.75
0.01397,-25.856,-351.31
0.013982,-19.582,-354.1
0.013987,-16.885,-355.06
0.013987,-16.885,-355.06
0.014,-10.534,-356.75
0.014012,-4.1516,-357.66
0.014024,2.2418,-357.8
0.014036,8.6262,-357.15
0.014049,14.982,-355.73
0.014061,21.289,-353.53
0.014073,27.529,-350.57
0.014085,33.682,-346.85
0.014097,39.732,-342.38
0.01411,45.661,-337.19
0.014122,51.454,-331.27
0.014134,57.096,-324.67
0.014146,62.575,-317.38
0.014158,67.877,-309.44
0.014171,72.994,-300.86
0.014183,77.916,-291.66
0.014195,82.635,-281.88
0.014207,87.145,-271.54
0.014219,91.442,-260.66
0.014232,95.521,-249.28
0.014244,99.381,-237.4
0.014256,103.02,-225.08
0.014268,106.44,-212.32
0.014281,109.64,-199.16
0.014293,112.62,-185.62
0.014305,115.39,-171.74
0.014317,117.94,-157.53
0.014329,120.28,-143.02
0.014342,122.41,-128.25
0.014354,124.35,-113.22
0.014366,126.08,-97.977
0.014378,127.62,-82.534
0.014393,129.23,-63.628
0.014408,130.57,-44.507
0.014423,131.63,-25.213
0.014437,132.44,-5.7821
0.014446,132.8,6.041
0.014446,132.8,6.041
0.014461,133.2,25.609
0.014476,133.34,45.214
0.014491,133.23,64.818
0.014505,132.87,84.385
0.01452,132.25,103.88
0.014535,131.38,123.26
0.01455,130.26,142.48
0.014564,128.87,161.52
0.014579,127.21,180.34
0.014594,125.29,198.88
0.014609,123.09,217.12
0.014624,120.6,235.01
0.014638,117.82,252.51
0.014653,114.75,269.57
0.014668,111.38,286.16
0.014683,107.71,302.22
0.014697,103.73,317.72
0.014712,99.446,332.6
0.014727,94.852,346.83
0.014742,89.952,360.35
0.014753,85.842,370.57
0.014765,81.546,380.3
0.014777,77.067,389.51
0.014789,72.412,398.18
0.0148,67.587,406.29
0.014812,62.6,413.83
0.014824,57.46,420.77
0.014836,52.176,427.1
0.014847,46.76,432.8
0.014859,41.225,437.86
0.014871,35.583,442.26
0.014873,34.678,442.89
0.014873,34.678,442.89
0.014884,28.929,446.52
0.014896,23.105,449.46
0.014908,17.22,451.72
0.01492,11.292,453.28
0.014931,5.3352,454.15
0.014943,-0.63234,454.31
0.014955,-6.5942,453.77
0.014967,-12.534,452.54
0.014978,-18.434,450.61
0.01499,-24.279,447.99
0.015002,-30.053,444.69
0.015014,-35.741,440.71
0.015025,-41.328,436.08
0.015037,-46.801,430.79
0.015049,-52.147,424.87
0.015061,-57.355,418.34
0.015072,-62.413,411.2
0.015084,-67.312,403.47
0.015096,-72.044,395.18
0.015108,-76.6,386.35
0.015119,-80.976,377
0.015131,-85.166,367.14
0.015143,-89.165,356.8
0.015155,-92.971,346.01
0.015166,-96.581,334.78
0.015178,-99.995,323.14
0.01519,-103.21,311.11
0.015201,-106.23,298.72
0.015213,-109.06,285.99
0.015225,-111.69,272.93
0.015237,-114.12,259.58
0.015248,-116.37,245.96
0.015252,-117.08,241.36
0.015252,-117.08,241.36
0.015264,-119.08,227.41
0.015276,-120.89,213.24
0.015288,-122.53,198.86
0.015302,-124.28,181.11
0.015316,-125.77,163.13
0.01533,-127.01,144.95
0.015345,-128,126.62
0.015359,-128.74,108.16
0.015373,-129.25,89.62
0.015388,-129.51,71.026
0.015402,-129.53,52.415
0.015416,-129.32,33.821
0.015431,-128.86,15.276
0.015445,-128.17,-3.1831
0.015447,-128.03,-6.3411
0.015447,-128.03,-6.3411
0.015462,-127.05,-24.657
0.015476,-125.83,-42.814
0.01549,-124.35,-60.775
0.015505,-122.63,-78.505
0.015519,-120.65,-95.967
0.015533,-118.4,-113.12
0.015548,-115.89,-129.94
0.015562,-113.11,-146.37
0.015576,-110.05,-162.39
0.01559,-106.71,-177.94
0.015605,-103.09,-192.99
0.015619,-99.194,-207.51
0.015633,-95.01,-221.44
0.015648,-90.546,-234.76
0.015649,-90.253,-235.58
0.015649,-90.253,-235.58
0.015663,-85.493,-248.19
0.015677,-80.461,-260.1
0.015692,-75.164,-271.26
0.015706,-69.611,-281.65
0.01572,-63.815,-291.23
0.015734,-57.791,-299.96
0.015749,-51.554,-307.81
0.015763,-45.124,-314.75
0.015777,-38.521,-320.76
0.015792,-31.769,-325.81
0.015806,-24.893,-329.89
0.01582,-17.919,-332.98
0.015835,-10.875,-335.06
0.015846,-5.263,-336
0.015857,0.36086,-336.29
0.015869,5.9821,-335.95
0.01588,11.586,-334.98
0.015891,17.159,-333.37
0.015903,22.686,-331.13
0.015914,28.154,-328.26
0.015925,33.549,-324.79
0.015937,38.858,-320.7
0.015948,44.07,-316.03
0.015959,49.173,-310.76
0.015971,54.156,-304.93
0.015982,59.009,-298.54
0.015993,63.724,-291.61
0.016005,68.293,-284.15
0.016016,72.708,-276.18
0.016027,76.963,-267.73
0.016039,81.053,-258.8
0.01605,84.974,-249.42
0.016061,88.722,-239.6
0.016073,92.294,-229.38
0.016084,95.689,-218.75
0.016095,98.905,-207.76
0.016107,101.94,-196.41
0.016118,104.8,-184.73
0.016129,107.48,-172.74
0.016141,109.98,-160.45
0.016152,112.31,-147.89
0.016163,114.46,-135.08
0.016175,116.44,-122.04
0.016188,118.6,-106.06
0.016202,120.52,-89.806
0.016207,121.2,-83.418
0.016207,121.2,-83.418
0.016221,122.79,-66.833
0.016234,124.15,-50.05
0.016248,125.27,-33.1
0.016264,126.34,-12.545
0.01628,127.03,6.4969
0.01628,127.03,6.4969
0.016296,127.48,27.283
0.016312,127.62,48.114
0.016329,127.45,68.939
0.016345,126.96,89.706
0.016351,126.7,97.566
0.016351,126.7,97.566
0.016368,125.78,118.17
0.016384,124.55,138.6
0.016401,123,158.79
0.016417,121.12,178.7
0.016433,118.92,198.27
0.01645,116.37,217.45
0.016466,113.49,236.18
0.016483,110.25,254.41
0.016499,106.66,272.07
0.016512,103.57,285.59
0.016525,100.26,298.69
0.016538,96.729,311.35
0.016551,92.971,323.54
0.016564,88.992,335.22
0.016577,84.793,346.37
0.01659,80.38,356.96
0.016603,75.757,366.96
0.016616,70.931,376.35
0.016629,65.91,385.11
0.016641,60.704,393.19
0.016654,55.324,400.6
0.016667,49.783,407.29
0.01668,44.093,413.25
0.016693,38.271,418.47
0.016706,32.333,422.93
0.016719,26.295,426.6
0.016732,20.178,429.5
0.016745,14,431.59
0.016758,7.7801,432.88
0.016771,1.5398,433.36
0.016784,-4.7007,433.04
0.016797,-10.921,431.9
0.01681,-17.101,429.97
0.01682,-21.977,427.86
0.01682,-21.977,427.86
0.016833,-28.034,424.5
0.016846,-33.996,420.36
0.016859,-39.846,415.46
0.016872,-45.566,409.8
0.016885,-51.141,403.42
0.016898,-56.557,396.33
0.016911,-61.8,388.54
0.016924,-66.859,380.09
0.016937,-71.724,371
0.01695,-76.387,361.29
0.016963,-80.839,350.99
0.016976,-85.076,340.13
0.016989,-89.092,328.74
0.017002,-92.885,316.84
0.017015,-96.453,304.47
0.017028,-99.793,291.65
0.01704,-102.91,278.42
0.017053,-105.8,264.8
0.017066,-108.46,250.82
0.017079,-110.9,236.51
0.017092,-113.12,221.9
0.017105,-115.12,207.02
0.017118,-116.91,191.9
0.017131,-118.49,176.56
0.017144,-119.86,161.03
0.01716,-121.25,141.98
0.017176,-122.33,122.73
0.017191,-123.13,103.35
0.017207,-123.63,83.858
0.017223,-123.84,64.318
0.017238,-123.77,44.769
